A [-0.23291915655136108, -0.3289552927017212, -0.044549524784088135, -0.06507384032011032, -0.9148375988006592, 1.708630084991455, -0.33674371242523193, -0.9238658547401428, 1.6840755939483643, -0.43426942825317383, -1.1497540473937988, 1.3328323364257812, -0.683358371257782, -1.093543291091919, 1.1527429819107056, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
B [0.41391652822494507, -0.5620776414871216, 0.28139281272888184, 0.11337025463581085, -0.03687761351466179, 0.0015010237693786621, 0.14483611285686493, -0.04664992913603783, 0.004411816596984863, 0.055868588387966156, -0.04695906862616539, 0.0011042356491088867, 0.020778797566890717, 0.005989674478769302, -0.0013298988342285156, 0.0, 1.0, 1.0, 1.0, 1.0,0.0]
C [-0.4371376633644104, -0.06057029962539673, 0.4819589853286743, -0.3313072919845581, -0.42805153131484985, 0.3024172782897949, -0.4171408414840698, -0.3964306116104126, 0.4431167244911194, -0.3865222930908203, -0.251701295375824, 0.3501838743686676, -0.380215048789978, -0.1775241643190384, 0.34010499715805054, 1.0, 1.0, 1.0, 1.0, 1.0,1.0]
D [0.557458758354187, -0.45723477005958557, 0.32659024000167847, -0.10033299028873444, -0.28465476632118225, -0.013179421424865723, -0.21234454214572906, -0.6655933260917664, 1.8354068994522095, -0.34490111470222473, -0.6996111273765564, 1.7918989658355713, -0.3992619514465332, -0.8161206841468811, 1.6830052137374878, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
F [-0.05149005353450775, -0.448294997215271, 0.1897115707397461, 0.38643205165863037, -0.7686582803726196, 1.392470121383667, 0.11988722532987595, -0.11320806294679642, 0.002594292163848877, 0.21384312212467194, -0.03691030293703079, -0.016372382640838623, 0.36690855026245117, 0.0521518811583519, -0.013406991958618164, 0.0, 0.0, 1.0, 1.0, 1.0,0.0]
G [-0.0035502612590789795, -0.1774274855852127, -0.012864172458648682, 1.3324618339538574E-4, -0.2282598316669464, -0.009818077087402344, -0.45669257640838623, -0.7142958641052246, 1.7522008419036865, -0.5754293203353882, -0.685077965259552, 1.719581127166748, -0.8059132099151611, -0.599074125289917, 1.607232928276062, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]
H [-0.007575042545795441, -0.18828392028808594, -0.12264412641525269, 0.11577744036912918, -0.7617155313491821, -0.21956157684326172, 0.09015578031539917, -0.7100275754928589, -0.22634291648864746, -0.03277910500764847, -1.4084304571151733, 1.4021508693695068, -0.2989463210105896, -1.4278662204742432, 1.2800058126449585, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
I [0.21367882192134857, -0.40131282806396484, -0.06212550401687622, 0.4118766486644745, -0.8862037062644958, 1.7184844017028809, 0.28175830841064453, -0.926802396774292, 1.7275575399398804, 0.09957313537597656, -1.0025312900543213, 1.6844203472137451, 0.3946112096309662, -0.6318013072013855, 0.014949142932891846, 0.0, 0.0, 0.0, 0.0, 1.0,0.0]
K [0.03864876925945282, -0.34497565031051636, 0.14699244499206543, -0.41978326439857483, 0.21875089406967163, 0.00791788101196289, 0.1817198097705841, 0.03830042481422424, 0.03898763656616211, -0.44173020124435425, -0.549451470375061, 1.5757231712341309, -0.5984804034233093, -0.5343325734138489, 1.492264986038208, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
L [-0.7755124568939209, -0.3867340087890625, 0.3496807813644409, 0.15748144686222076, -0.4086743891239166, -0.0891229510307312, 0.15941907465457916, -0.9949994087219238, 1.7174839973449707, -5.833804607391357E-4, -1.0525223016738892, 1.6786249876022339, -0.055554602295160294, -1.1584888696670532, 1.5714054107666016, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
O [-0.4639304280281067, -0.20230746269226074, 0.15156030654907227, -0.7688903212547302, -0.45274946093559265, 0.5832916498184204, -0.5010611414909363, -0.8427578806877136, 1.4690903425216675, -0.27940255403518677, -0.8389867544174194, 1.6494455337524414, -0.2942892014980316, -0.41126495599746704, 1.693479299545288, 0.0, 0.0, 0.0, 0.0, 0.0,1.0]
P [-0.5653463006019592, -0.37830859422683716, 0.22035688161849976, -0.13020551204681396, -0.09940897673368454, 0.003610968589782715, -0.9393677115440369, -0.1389373391866684, 1.3052507638931274, -0.9300020337104797, -0.04265310615301132, 1.3261971473693848, -0.9487854242324829, 0.13404403626918793, 1.1313960552215576, 0.0, 1.0, 0.0, 0.0, 0.0,1.0]
U  [0.20715467631816864, -0.4106448292732239, 0.21185827255249023, -0.01868954300880432, 0.034424856305122375, -0.006214797496795654, -0.04172097146511078, 0.0040956586599349976, -0.0068146586418151855, -0.42701029777526855, -0.6274583339691162, 1.608283519744873, -0.5070507526397705, -0.6567694544792175, 1.5309579372406006, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]
Y [-0.8309621810913086, -0.05881886184215546, 0.32393044233322144, 0.0468500554561615, -0.4613357484340668, 1.9302127361297607, -0.19277822971343994, -0.45946812629699707, 1.9340367317199707, -0.3516310453414917, -0.4971770942211151, 1.8902065753936768, 0.28506651520729065, -0.7480135560035706, 0.2458018660545349, 1.0, 0.0, 0.0, 0.0, 1.0,0.0]
W [0.1233787089586258, -0.3900114595890045, 0.19964337348937988, -0.07026191055774689, 0.19615980982780457, -0.024284541606903076, 0.04288153350353241, 0.36997246742248535, -0.01620429754257202, 0.21168644726276398, 0.18674388527870178, -0.0023797154426574707, -0.4291849732398987, -0.4445912539958954, 1.5757224559783936, 0.0, 1.0, 1.0, 1.0, 0.0,0.0]
E [0.2723124325275421, -0.3575454652309418, 0.06714749336242676, 0.47445622086524963, -0.8986290097236633, 1.3558188676834106, 0.2982287108898163, -0.966427743434906, 1.3672034740447998, 0.2193092405796051, -1.045462727546692, 1.1578450202941895, 0.04969107359647751, -1.0720608234405518, 1.0863964557647705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
@ [-0.7608355283737183, -0.22223800420761108, 0.5058850049972534, -0.004004396498203278, -0.043751515448093414, -0.0019881725311279297, 0.06880611926317215, -0.026778966188430786, -0.006288647651672363, 0.20180639624595642, -0.00773543119430542, -5.497336387634277E-4, 0.45983195304870605, -0.0539545938372612, 0.05890059471130371, 1.0, 1.0, 1.0, 1.0, 1.0,0.0]
